0,1,2,3
0.0,0.0,-1.0,0.8075769985860299
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5887523520079077
0.0,-1.0,0.0,-0.03184180976587071
0.0,0.0,-1.0,0.807553680721923
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5884925777134984
0.0,-1.0,0.0,-0.031630950984655896
0.0,0.0,-1.0,0.8077464191298995
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5885050419479432
0.0,-1.0,0.0,-0.031183792766322424
0.0,0.0,-1.0,0.8077547913475739
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5882660910684856
0.0,-1.0,0.0,-0.030904732688515887
0.0,0.0,-1.0,0.8079449171819476
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5885090544056507
0.0,-1.0,0.0,-0.03088334171587213
0.0,0.0,-1.0,0.8077687562552192
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5887458985417771
0.0,-1.0,0.0,-0.03084688849583669
0.0,0.0,-1.0,0.8075974694634738
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5883948480967853
0.0,-1.0,0.0,-0.03096418290325883
0.0,0.0,-1.0,0.8078459499971277
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5882626609664036
0.0,-1.0,0.0,-0.03092355264669805
0.0,0.0,-1.0,0.8079467742514048
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5888227680526459
0.0,-1.0,0.0,-0.030344606068709236
0.0,0.0,-1.0,0.8075583650673841
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5891495503703748
0.0,-1.0,0.0,-0.03143228284321603
0.0,0.0,-1.0,0.8072818278527596
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5894383675439999
0.0,-1.0,0.0,-0.031513585071488305
0.0,0.0,-1.0,0.8070719630561431
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5894323478101625
0.0,-1.0,0.0,-0.03166967831275786
0.0,0.0,-1.0,0.8070703642629249
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5891925020571077
0.0,-1.0,0.0,-0.031837833902709195
0.0,0.0,-1.0,0.8072335525551592
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5891859973208864
0.0,-1.0,0.0,-0.03180726134202219
0.0,0.0,-1.0,0.8072396646974048
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896638003118629
0.0,-1.0,0.0,-0.031824902822018664
0.0,0.0,-1.0,0.8068899389116393
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896564332659158
0.0,-1.0,0.0,-0.031791398476298804
0.0,0.0,-1.0,0.8068968232485243
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.589657975574414
0.0,-1.0,0.0,-0.03214742786208538
0.0,0.0,-1.0,0.8068813508778516
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896579755744109
0.0,-1.0,0.0,-0.03214742786208545
0.0,0.0,-1.0,0.806881350877854
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896787918935178
0.0,-1.0,0.0,-0.03212292147064059
0.0,0.0,-1.0,0.8068675004348818
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896635502865825
0.0,-1.0,0.0,-0.029604081803557336
0.0,0.0,-1.0,0.8069754833837679
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.590158396709279
0.0,-1.0,0.0,-0.030230422361537442
0.0,0.0,-1.0,0.8065898134087528
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5904614096186285
0.0,-1.0,0.0,-0.029948018596930633
0.0,0.0,-1.0,0.8063750235154454
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5909594384701515
0.0,-1.0,0.0,-0.03020259919293905
0.0,0.0,-1.0,0.805997830440347
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913367520347449
0.0,-1.0,0.0,-0.030200503046730533
0.0,0.0,-1.0,0.8057220878326621
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.591326078369599
0.0,-1.0,0.0,-0.03034231359638414
0.0,0.0,-1.0,0.8057248222949001
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913435417798832
0.0,-1.0,0.0,-0.029701868693579547
0.0,0.0,-1.0,0.805735719542028
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913502913049362
0.0,-1.0,0.0,-0.030179054026839694
0.0,0.0,-1.0,0.8057126418910165
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.590597370500215
0.0,-1.0,0.0,-0.030134936333555018
0.0,0.0,-1.0,0.8062618095667398
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5894127445215005
0.0,-1.0,0.0,-0.030274727477951048
0.0,0.0,-1.0,0.8071284618949035
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5887474353306521
0.0,-1.0,0.0,-0.030577171402595808
0.0,0.0,-1.0,0.8076060405997666
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5882251820699638
0.0,-1.0,0.0,-0.030837898724475003
0.0,0.0,-1.0,0.8079781750021788
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.58708896053678
0.0,-1.0,0.0,-0.0309363581506304
0.0,0.0,-1.0,0.808804476863952
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.587074990490017
0.0,-1.0,0.0,-0.03098056461622494
0.0,0.0,-1.0,0.8088131433263965
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5870775225241142
0.0,-1.0,0.0,-0.0315777366832625
0.0,0.0,-1.0,0.8087879945236696
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5870956864139852
0.0,-1.0,0.0,-0.03153903835150106
0.0,0.0,-1.0,0.8087759177221477
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5870775225241098
0.0,-1.0,0.0,-0.03157773668326265
0.0,0.0,-1.0,0.8087879945236727
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5870309004747905
0.0,-1.0,0.0,-0.03163339439205564
0.0,0.0,-1.0,0.80882068412345
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5871484030344982
0.0,-1.0,0.0,-0.031235408414144288
0.0,0.0,-1.0,0.8087484532917748
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.587117495372565
0.0,-1.0,0.0,-0.030944523154356793
0.0,0.0,-1.0,0.8087833916214895
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5875864278090255
0.0,-1.0,0.0,-0.02898774310739374
0.0,0.0,-1.0,0.8085156248148964
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5875950054394318
0.0,-1.0,0.0,-0.02899992517603982
0.0,0.0,-1.0,0.808508766413557
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5876171029762405
0.0,-1.0,0.0,-0.028952567310335593
0.0,0.0,-1.0,0.808493913659456
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.587595089005508
0.0,-1.0,0.0,-0.02899694382916031
0.0,0.0,-1.0,0.8085088107800086
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5877111583626304
0.0,-1.0,0.0,-0.028992812720727207
0.0,0.0,-1.0,0.8084220124986475
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5877101567971654
0.0,-1.0,0.0,-0.02901029399118409
0.0,0.0,-1.0,0.8084221356313985
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878269252775454
0.0,-1.0,0.0,-0.02899385611049997
0.0,0.0,-1.0,0.8083352027995441
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878262988956755
0.0,-1.0,0.0,-0.028993879507829057
0.0,0.0,-1.0,0.8083356716011096
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878160533465207
0.0,-1.0,0.0,-0.029635065956826717
0.0,0.0,-1.0,0.8083198571571035
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878160533465193
0.0,-1.0,0.0,-0.029635065956826682
0.0,0.0,-1.0,0.8083198571571044
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878228389531885
0.0,-1.0,0.0,-0.029541807794586733
0.0,0.0,-1.0,0.8083184095795536
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5880549892641882
0.0,-1.0,0.0,-0.02962893838472518
0.0,0.0,-1.0,0.808151571184355
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5880455798556898
0.0,-1.0,0.0,-0.030270049951166153
0.0,0.0,-1.0,0.8081346241218428
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5880460997070276
0.0,-1.0,0.0,-0.030270023622383062
0.0,0.0,-1.0,0.8081342462385455
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5880627137223138
0.0,-1.0,0.0,-0.030329954022442054
0.0,0.0,-1.0,0.8081185277523659
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5879671233470096
0.0,-1.0,0.0,-0.02987919360646691
0.0,0.0,-1.0,0.8082012837517394
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878160533465192
0.0,-1.0,0.0,-0.029635065956826627
0.0,0.0,-1.0,0.8083198571571044
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5878276442954324
0.0,-1.0,0.0,-0.0296730376404808
0.0,0.0,-1.0,0.8083097720087415
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5877599091139589
0.0,-1.0,0.0,-0.029588474538246975
0.0,0.0,-1.0,0.8083620910186691
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5896415085009962
0.0,-1.0,0.0,-0.028951311802185527
0.0,0.0,-1.0,0.8070134349345404
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5909346077097293
0.0,-1.0,0.0,-0.029524404543390875
0.0,0.0,-1.0,0.8060427335496252
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913543580872527
0.0,-1.0,0.0,-0.029521026793197833
0.0,0.0,-1.0,0.805734194883018
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913808015415667
0.0,-1.0,0.0,-0.02951899329389355
0.0,0.0,-1.0,0.8057142257802934
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.59182077430533
0.0,-1.0,0.0,-0.02921338676130348
0.0,0.0,-1.0,0.8054029877253153
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.59169391289378
0.0,-1.0,0.0,-0.029061452708168463
0.0,0.0,-1.0,0.8054997519516949
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913457516894902
0.0,-1.0,0.0,-0.029543033951811175
0.0,0.0,-1.0,0.8057399037731252
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913806612776336
0.0,-1.0,0.0,-0.029412746016874693
0.0,0.0,-1.0,0.8057182312869744
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5913670838101412
0.0,-1.0,0.0,-0.02981004512091745
0.0,0.0,-1.0,0.8057135823780806
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5915045917534962
0.0,-1.0,0.0,-0.029956051928414412
0.0,0.0,-1.0,0.805604070226652
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5917944818922021
0.0,-1.0,0.0,-0.030509531574420157
0.0,0.0,-1.0,0.80537404528208
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5915595357613938
0.0,-1.0,0.0,-0.03049879147966612
0.0,0.0,-1.0,0.8055417746476307
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.5915490590130067
0.0,-1.0,0.0,-0.0304170028746718
0.0,0.0,-1.0,0.8055527717016578
0.0,0.0,0.0,1.0
