,Timestamp,idx,gaze_x,gaze_y,gaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadBox_xmin,HeadBox_ymin,RightEyeBox_xmin,RightEyeBox_ymin,LeftEyeBox_xmin,LeftEyeBox_ymin,ROpenClose,LOpenClose,set_x,set_y,set_z,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG
0,1716198180.5149004,0.0,0.06683902442455292,-0.012017311528325081,0.9976913928985596,62.0,102.0,163.0,104.0,-5.889498233795166,-24.090614318847656,2.468864679336548,558.0,365.0,28.0,68.0,129.0,70.0,1.0,1.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1716198180.6328146,0.0,0.0617210753262043,-0.020215382799506187,0.9978886842727661,62.0,100.0,162.0,102.0,-5.883868217468262,-21.704078674316406,2.9636952877044678,558.0,367.0,29.0,67.0,129.0,69.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28626243607836505,0.0,-1.0,0.0,-0.014425267753529675,0.0,0.0,-1.0,0.9578356543962785,0.0,0.0,0.0,1.0
2,1716198180.7259152,0.0,0.09123171120882034,0.06172185018658638,0.9939150810241699,64.0,101.0,162.0,103.0,-4.7612714767456055,-18.84577751159668,3.564011335372925,557.0,366.0,30.0,67.0,128.0,69.0,0.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28655725133748194,0.0,-1.0,0.0,-0.013813970867477168,0.0,0.0,-1.0,0.9577631654879446,0.0,0.0,0.0,1.0
3,1716198180.8328135,0.0,-0.01803690753877163,0.11676271259784698,0.9929960370063782,64.0,104.0,162.0,107.0,-5.714522361755371,-19.56060028076172,2.0086629390716553,557.0,362.0,30.0,70.0,128.0,73.0,0.0,0.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28691516149526497,0.0,-1.0,0.0,-0.013716833193578935,0.0,0.0,-1.0,0.9576506635145107,0.0,0.0,0.0,1.0
4,1716198180.928009,0.0,0.06683902442455292,0.06172185018658638,0.9939150810241699,64.0,104.0,163.0,107.0,-5.362181186676025,-20.36034393310547,1.1547234058380127,558.0,363.0,30.0,70.0,129.0,73.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28672687734797353,0.0,-1.0,0.0,-0.013255203280047163,0.0,0.0,-1.0,0.9577217418969772,0.0,0.0,0.0,1.0
5,1716198181.032203,0.0,0.08933030813932419,0.099641352891922,0.9929960370063782,64.0,105.0,163.0,108.0,-5.476351261138916,-19.452253341674805,1.0170261859893799,558.0,361.0,30.0,71.0,129.0,74.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28616598226450274,0.0,-1.0,0.0,-0.012595699619308124,0.0,0.0,-1.0,0.9579024965518599,0.0,0.0,0.0,1.0
6,1716198181.1358485,0.0,0.08933030813932419,0.10627815872430801,0.9917794466018677,65.0,105.0,164.0,108.0,-5.240952968597412,-20.447479248046875,1.293710470199585,558.0,362.0,31.0,71.0,130.0,74.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2859483936659618,0.0,-1.0,0.0,-0.012994401085572253,0.0,0.0,-1.0,0.9579569906028322,0.0,0.0,0.0,1.0
7,1716198181.2349458,0.0,0.07126360386610031,0.10627815872430801,0.9917794466018677,66.0,104.0,165.0,107.0,-4.89760684967041,-21.831546783447266,1.2489135265350342,558.0,363.0,32.0,70.0,131.0,73.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2852539568288249,0.0,-1.0,0.0,-0.01229294216369525,0.0,0.0,-1.0,0.9581730303403864,0.0,0.0,0.0,1.0
8,1716198181.333373,0.0,0.07126360386610031,0.099641352891922,0.9917794466018677,66.0,105.0,165.0,108.0,-6.066920757293701,-20.391347885131836,1.0462796688079834,558.0,362.0,32.0,71.0,131.0,74.0,0.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2852425989100285,0.0,-1.0,0.0,-0.012276437870681434,0.0,0.0,-1.0,0.9581763706267465,0.0,0.0,0.0,1.0
9,1716198181.4339142,0.0,0.065944142639637,0.09585417062044144,0.9945087432861328,66.0,104.0,165.0,107.0,-5.566594123840332,-22.167057037353516,1.216520071029663,558.0,363.0,32.0,70.0,131.0,73.0,0.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2852521775822966,0.0,-1.0,0.0,-0.012690469737813513,0.0,0.0,-1.0,0.9581685392700132,0.0,0.0,0.0,1.0
10,1716198181.5377362,0.0,0.03567939251661301,0.09585417062044144,0.9945887327194214,66.0,106.0,165.0,110.0,-6.381581783294678,-20.420045852661133,0.6986229419708252,558.0,360.0,32.0,72.0,131.0,76.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2853435131618089,0.0,-1.0,0.0,-0.01260520664395559,0.0,0.0,-1.0,0.9581431530321374,0.0,0.0,0.0,1.0
11,1716198181.639623,0.0,0.03417414054274559,0.09585417062044144,0.9945887327194214,67.0,104.0,164.0,106.0,-4.508572578430176,-20.827239990234375,1.1474955081939697,558.0,363.0,33.0,70.0,130.0,72.0,0.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.2852428300210641,0.0,-1.0,0.0,-0.012620814981776881,0.0,0.0,-1.0,0.9581718923506166,0.0,0.0,0.0,1.0
12,1716198181.7394688,0.0,0.025828860700130463,0.10387285053730011,0.9945887327194214,67.0,104.0,165.0,108.0,-5.2083964347839355,-20.631776809692383,1.3314616680145264,558.0,362.0,33.0,70.0,131.0,74.0,1.0,1.0,34.0,21.0,0.0,1.0,0.0,0.0,-0.28578913507507675,0.0,-1.0,0.0,-0.01257731623118356,0.0,0.0,-1.0,0.9580072669064046,0.0,0.0,0.0,1.0
13,1716198181.8456118,1.0,0.025828860700130463,0.10387285053730011,0.9945887327194214,66.0,105.0,165.0,108.0,-5.403232097625732,-19.67946434020996,1.4330451488494873,558.0,361.0,32.0,71.0,131.0,74.0,1.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.28514457517255565,0.0,-1.0,0.0,-0.013005913456404557,0.0,0.0,-1.0,0.9581939230986178,0.0,0.0,0.0,1.0
14,1716198181.941169,1.0,0.00943103525787592,0.10429925471544266,0.9939586520195007,67.0,104.0,165.0,107.0,-5.749343395233154,-21.305553436279297,1.5678551197052002,558.0,362.0,33.0,70.0,131.0,73.0,1.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.28461860826531776,0.0,-1.0,0.0,-0.012698652838230552,0.0,0.0,-1.0,0.9583556453872741,0.0,0.0,0.0,1.0
15,1716198182.0422983,1.0,0.00943103525787592,0.11155825853347778,0.9934222102165222,67.0,105.0,165.0,109.0,-6.3098273277282715,-20.953691482543945,1.0316789150238037,558.0,361.0,33.0,71.0,131.0,75.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.2853058182887285,0.0,-1.0,0.0,-0.013055417654304452,0.0,0.0,-1.0,0.9581487071864497,0.0,0.0,0.0,1.0
16,1716198182.1431863,1.0,-0.0070864008739590645,0.11551828682422638,0.9932800531387329,67.0,105.0,165.0,108.0,-5.237741470336914,-19.536331176757812,1.330209493637085,558.0,361.0,33.0,71.0,131.0,74.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.2844949587415603,0.0,-1.0,0.0,-0.012902734453052182,0.0,0.0,-1.0,0.9583902849725037,0.0,0.0,0.0,1.0
17,1716198182.2447753,1.0,-0.02201210893690586,0.11551828682422638,0.9927076697349548,66.0,107.0,164.0,109.0,-5.7384796142578125,-20.096202850341797,1.121122121810913,557.0,359.0,32.0,73.0,130.0,75.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.2844994744430197,0.0,-1.0,0.0,-0.013338718246768445,0.0,0.0,-1.0,0.958381680508503,0.0,0.0,0.0,1.0
18,1716198182.3488762,1.0,-0.024898596107959747,0.11551828682422638,0.9925515651702881,64.0,104.0,162.0,107.0,-5.464105129241943,-19.091493606567383,1.6554524898529053,558.0,362.0,30.0,70.0,128.0,73.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.28601446673694,0.0,-1.0,0.0,-0.012550757551216724,0.0,0.0,-1.0,0.9579308882852828,0.0,0.0,0.0,1.0
19,1716198182.4473708,1.0,-0.2227027267217636,0.10578985512256622,0.9691295623779297,63.0,106.0,160.0,108.0,-6.270565986633301,-19.037395477294922,0.8994424343109131,558.0,360.0,29.0,72.0,126.0,74.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.28589163940202655,0.0,-1.0,0.0,-0.012973250504096772,0.0,0.0,-1.0,0.9579734742133081,0.0,0.0,0.0,1.0
20,1716198182.548854,1.0,-0.24320676922798157,0.08204144984483719,0.9673259258270264,63.0,104.0,161.0,107.0,-5.44771671295166,-19.548015594482422,1.0477864742279053,558.0,362.0,29.0,70.0,127.0,73.0,0.0,1.0,309.0,21.0,0.0,1.0,0.0,0.0,-0.28588493621003924,0.0,-1.0,0.0,-0.012981096943967447,0.0,0.0,-1.0,0.9579752318941538,0.0,0.0,0.0,1.0
